Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3,HomeTeam,AwayTeam,MatchID,Points,GoalDifference,Win,Draw,Loss,ManagerPeriod,rows_per_match,CompleteMatchPair
2017-11-25,2017/2018,Swansea City,Bournemouth,1,0,0,PAUL CLEMENT,2017-04-01,2100-01-01,22,0,0,0,Swansea City,Bournemouth,2017/2018_2017-11-25_Swansea City_Bournemouth,1,0,0,1,0,Established,2,TRUE
2017-11-29,2017/2018,Swansea City,Chelsea,0,0,1,PAUL CLEMENT,2017-04-01,2100-01-01,23,0,0,0,Chelsea,Swansea City,2017/2018_2017-11-29_Chelsea_Swansea City,0,-1,0,0,1,Established,2,TRUE
2017-12-02,2017/2018,Swansea City,Stoke City,0,1,2,PAUL CLEMENT,2017-04-01,2100-01-01,24,0,0,0,Stoke City,Swansea City,2017/2018_2017-12-02_Stoke City_Swansea City,0,-1,0,0,1,Established,2,TRUE
2017-12-09,2017/2018,Swansea City,West Brom,1,1,0,PAUL CLEMENT,2017-04-01,2100-01-01,25,0,0,0,Swansea City,West Brom,2017/2018_2017-12-09_Swansea City_West Brom,3,1,1,0,0,Established,2,TRUE
2017-12-13,2017/2018,Swansea City,Manchester City,1,0,4,PAUL CLEMENT,2017-04-01,2100-01-01,26,0,0,0,Swansea City,Manchester City,2017/2018_2017-12-13_Swansea City_Manchester City,0,-4,0,0,1,Established,2,TRUE
2017-12-18,2017/2018,Swansea City,Everton,0,1,3,PAUL CLEMENT,2017-04-01,2100-01-01,27,0,0,0,Everton,Swansea City,2017/2018_2017-12-18_Everton_Swansea City,0,-2,0,0,1,Established,2,TRUE
2023-01-15,2022/2023,Tottenham,Arsenal,1,0,2,ANGE POSTECOGLOU,2023-01-07,2025-06-06,1,1,0,0,Tottenham,Arsenal,2022/2023_2023-01-15_Tottenham_Arsenal,0,-2,0,0,1,Matches 1-3,2,TRUE
2023-01-19,2022/2023,Tottenham,Manchester City,0,2,4,ANGE POSTECOGLOU,2023-01-07,2025-06-06,2,1,0,0,Manchester City,Tottenham,2022/2023_2023-01-19_Manchester City_Tottenham,0,-2,0,0,1,Matches 1-3,2,TRUE
2023-01-23,2022/2023,Tottenham,Fulham,0,1,0,ANGE POSTECOGLOU,2023-01-07,2025-06-06,3,1,0,0,Fulham,Tottenham,2022/2023_2023-01-23_Fulham_Tottenham,3,1,1,0,0,Matches 1-3,2,TRUE
2023-02-05,2022/2023,Tottenham,Manchester City,1,1,0,ANGE POSTECOGLOU,2023-01-07,2025-06-06,4,0,1,0,Tottenham,Manchester City,2022/2023_2023-02-05_Tottenham_Manchester City,3,1,1,0,0,Matches 4-6,2,TRUE
2023-02-11,2022/2023,Tottenham,Leicester City,0,1,4,ANGE POSTECOGLOU,2023-01-07,2025-06-06,5,0,1,0,Leicester City,Tottenham,2022/2023_2023-02-11_Leicester City_Tottenham,0,-3,0,0,1,Matches 4-6,2,TRUE
2023-02-19,2022/2023,Tottenham,West Ham,1,2,0,ANGE POSTECOGLOU,2023-01-07,2025-06-06,6,0,1,0,Tottenham,West Ham,2022/2023_2023-02-19_Tottenham_West Ham,3,2,1,0,0,Matches 4-6,2,TRUE
2023-02-26,2022/2023,Tottenham,Chelsea,1,2,0,ANGE POSTECOGLOU,2023-01-07,2025-06-06,7,0,0,1,Tottenham,Chelsea,2022/2023_2023-02-26_Tottenham_Chelsea,3,2,1,0,0,Matches 7-10,2,TRUE
2023-03-04,2022/2023,Tottenham,Wolves,0,0,1,ANGE POSTECOGLOU,2023-01-07,2025-06-06,8,0,0,1,Wolves,Tottenham,2022/2023_2023-03-04_Wolves_Tottenham,0,-1,0,0,1,Matches 7-10,2,TRUE
2023-03-11,2022/2023,Tottenham,Nott'ham Forest,1,3,1,ANGE POSTECOGLOU,2023-01-07,2025-06-06,9,0,0,1,Tottenham,Nott'ham Forest,2022/2023_2023-03-11_Tottenham_Nott'ham Forest,3,2,1,0,0,Matches 7-10,2,TRUE
2023-03-18,2022/2023,Tottenham,Southampton,0,3,3,ANGE POSTECOGLOU,2023-01-07,2025-06-06,10,0,0,1,Southampton,Tottenham,2022/2023_2023-03-18_Southampton_Tottenham,1,0,0,1,0,Matches 7-10,2,TRUE
2021-02-13,2020/2021,Tottenham,Manchester City,0,0,3,ANTONIO CONTE,2021-02-11,2100-01-01,1,1,0,0,Manchester City,Tottenham,2020/2021_2021-02-13_Manchester City_Tottenham,0,-3,0,0,1,Matches 1-3,2,TRUE
2021-02-21,2020/2021,Tottenham,West Ham,0,1,2,ANTONIO CONTE,2021-02-11,2100-01-01,2,1,0,0,West Ham,Tottenham,2020/2021_2021-02-21_West Ham_Tottenham,0,-1,0,0,1,Matches 1-3,2,TRUE
2021-02-28,2020/2021,Tottenham,Burnley,1,4,0,ANTONIO CONTE,2021-02-11,2100-01-01,3,1,0,0,Tottenham,Burnley,2020/2021_2021-02-28_Tottenham_Burnley,3,4,1,0,0,Matches 1-3,2,TRUE
2021-03-04,2020/2021,Tottenham,Fulham,0,1,0,ANTONIO CONTE,2021-02-11,2100-01-01,4,0,1,0,Fulham,Tottenham,2020/2021_2021-03-04_Fulham_Tottenham,3,1,1,0,0,Matches 4-6,2,TRUE
2021-03-07,2020/2021,Tottenham,Crystal Palace,1,4,1,ANTONIO CONTE,2021-02-11,2100-01-01,5,0,1,0,Tottenham,Crystal Palace,2020/2021_2021-03-07_Tottenham_Crystal Palace,3,3,1,0,0,Matches 4-6,2,TRUE
2021-03-14,2020/2021,Tottenham,Arsenal,0,1,2,ANTONIO CONTE,2021-02-11,2100-01-01,6,0,1,0,Arsenal,Tottenham,2020/2021_2021-03-14_Arsenal_Tottenham,0,-1,0,0,1,Matches 4-6,2,TRUE
2021-03-21,2020/2021,Tottenham,Aston Villa,0,2,0,ANTONIO CONTE,2021-02-11,2100-01-01,7,0,0,1,Aston Villa,Tottenham,2020/2021_2021-03-21_Aston Villa_Tottenham,3,2,1,0,0,Matches 7-10,2,TRUE
2021-04-04,2020/2021,Tottenham,Newcastle Utd,0,2,2,ANTONIO CONTE,2021-02-11,2100-01-01,8,0,0,1,Newcastle Utd,Tottenham,2020/2021_2021-04-04_Newcastle Utd_Tottenham,1,0,0,1,0,Matches 7-10,2,TRUE
2021-04-11,2020/2021,Tottenham,Manchester Utd,1,1,3,ANTONIO CONTE,2021-02-11,2100-01-01,9,0,0,1,Tottenham,Manchester Utd,2020/2021_2021-04-11_Tottenham_Manchester Utd,0,-2,0,0,1,Matches 7-10,2,TRUE
2021-04-16,2020/2021,Tottenham,Everton,0,2,2,ANTONIO CONTE,2021-02-11,2100-01-01,10,0,0,1,Everton,Tottenham,2020/2021_2021-04-16_Everton_Tottenham,1,0,0,1,0,Matches 7-10,2,TRUE
2023-04-03,2022/2023,Tottenham,Everton,0,1,1,CRISTAIN STELLINI,2023-03-26,2100-01-01,1,1,0,0,Everton,Tottenham,2022/2023_2023-04-03_Everton_Tottenham,1,0,0,1,0,Matches 1-3,2,TRUE
2023-04-08,2022/2023,Tottenham,Brighton,1,2,1,CRISTAIN STELLINI,2023-03-26,2100-01-01,2,1,0,0,Tottenham,Brighton,2022/2023_2023-04-08_Tottenham_Brighton,3,1,1,0,0,Matches 1-3,2,TRUE
2023-04-15,2022/2023,Tottenham,Bournemouth,1,2,3,CRISTAIN STELLINI,2023-03-26,2100-01-01,3,1,0,0,Tottenham,Bournemouth,2022/2023_2023-04-15_Tottenham_Bournemouth,0,-1,0,0,1,Matches 1-3,2,TRUE
2023-04-23,2022/2023,Tottenham,Newcastle Utd,0,1,6,CRISTAIN STELLINI,2023-03-26,2100-01-01,4,0,1,0,Newcastle Utd,Tottenham,2022/2023_2023-04-23_Newcastle Utd_Tottenham,0,-5,0,0,1,Matches 4-6,2,TRUE
2019-11-23,2019/2020,Tottenham,West Ham,0,3,2,JOSE MOURINHO,2019-11-20,2100-01-01,1,1,0,0,West Ham,Tottenham,2019/2020_2019-11-23_West Ham_Tottenham,3,1,1,0,0,Matches 1-3,2,TRUE
2019-11-30,2019/2020,Tottenham,Bournemouth,1,3,2,JOSE MOURINHO,2019-11-20,2100-01-01,2,1,0,0,Tottenham,Bournemouth,2019/2020_2019-11-30_Tottenham_Bournemouth,3,1,1,0,0,Matches 1-3,2,TRUE
2019-12-04,2019/2020,Tottenham,Manchester Utd,0,1,2,JOSE MOURINHO,2019-11-20,2100-01-01,3,1,0,0,Manchester Utd,Tottenham,2019/2020_2019-12-04_Manchester Utd_Tottenham,0,-1,0,0,1,Matches 1-3,2,TRUE
2019-12-07,2019/2020,Tottenham,Burnley,1,5,0,JOSE MOURINHO,2019-11-20,2100-01-01,4,0,1,0,Tottenham,Burnley,2019/2020_2019-12-07_Tottenham_Burnley,3,5,1,0,0,Matches 4-6,2,TRUE
2019-12-15,2019/2020,Tottenham,Wolves,0,2,1,JOSE MOURINHO,2019-11-20,2100-01-01,5,0,1,0,Wolves,Tottenham,2019/2020_2019-12-15_Wolves_Tottenham,3,1,1,0,0,Matches 4-6,2,TRUE
2019-12-22,2019/2020,Tottenham,Chelsea,1,0,2,JOSE MOURINHO,2019-11-20,2100-01-01,6,0,1,0,Tottenham,Chelsea,2019/2020_2019-12-22_Tottenham_Chelsea,0,-2,0,0,1,Matches 4-6,2,TRUE
2019-12-26,2019/2020,Tottenham,Brighton,1,2,1,JOSE MOURINHO,2019-11-20,2100-01-01,7,0,0,1,Tottenham,Brighton,2019/2020_2019-12-26_Tottenham_Brighton,3,1,1,0,0,Matches 7-10,2,TRUE
2019-12-28,2019/2020,Tottenham,Norwich City,0,2,2,JOSE MOURINHO,2019-11-20,2100-01-01,8,0,0,1,Norwich City,Tottenham,2019/2020_2019-12-28_Norwich City_Tottenham,1,0,0,1,0,Matches 7-10,2,TRUE
2020-01-01,2019/2020,Tottenham,Southampton,0,0,1,JOSE MOURINHO,2019-11-20,2100-01-01,9,0,0,1,Southampton,Tottenham,2019/2020_2020-01-01_Southampton_Tottenham,0,-1,0,0,1,Matches 7-10,2,TRUE
2020-01-11,2019/2020,Tottenham,Liverpool,1,0,1,JOSE MOURINHO,2019-11-20,2100-01-01,10,0,0,1,Tottenham,Liverpool,2019/2020_2020-01-11_Tottenham_Liverpool,0,-1,0,0,1,Matches 7-10,2,TRUE
2020-01-18,2019/2020,Tottenham,Watford,0,0,0,JOSE MOURINHO,2019-11-20,2100-01-01,11,0,0,0,Watford,Tottenham,2019/2020_2020-01-18_Watford_Tottenham,1,0,0,1,0,Established,2,TRUE
2020-01-22,2019/2020,Tottenham,Norwich City,1,2,1,JOSE MOURINHO,2019-11-20,2100-01-01,12,0,0,0,Tottenham,Norwich City,2019/2020_2020-01-22_Tottenham_Norwich City,3,1,1,0,0,Established,2,TRUE
2020-02-02,2019/2020,Tottenham,Manchester City,1,2,0,JOSE MOURINHO,2019-11-20,2100-01-01,13,0,0,0,Tottenham,Manchester City,2019/2020_2020-02-02_Tottenham_Manchester City,3,2,1,0,0,Established,2,TRUE
2020-02-16,2019/2020,Tottenham,Aston Villa,0,3,2,JOSE MOURINHO,2019-11-20,2100-01-01,14,0,0,0,Aston Villa,Tottenham,2019/2020_2020-02-16_Aston Villa_Tottenham,3,1,1,0,0,Established,2,TRUE
2020-02-22,2019/2020,Tottenham,Chelsea,0,1,2,JOSE MOURINHO,2019-11-20,2100-01-01,15,0,0,0,Chelsea,Tottenham,2019/2020_2020-02-22_Chelsea_Tottenham,0,-1,0,0,1,Established,2,TRUE
2020-03-01,2019/2020,Tottenham,Wolves,1,2,3,JOSE MOURINHO,2019-11-20,2100-01-01,16,0,0,0,Tottenham,Wolves,2019/2020_2020-03-01_Tottenham_Wolves,0,-1,0,0,1,Established,2,TRUE
2020-03-07,2019/2020,Tottenham,Burnley,0,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,17,0,0,0,Burnley,Tottenham,2019/2020_2020-03-07_Burnley_Tottenham,1,0,0,1,0,Established,2,TRUE
2020-06-19,2019/2020,Tottenham,Manchester Utd,1,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,18,0,0,0,Tottenham,Manchester Utd,2019/2020_2020-06-19_Tottenham_Manchester Utd,1,0,0,1,0,Established,2,TRUE
2020-06-23,2019/2020,Tottenham,West Ham,1,2,0,JOSE MOURINHO,2019-11-20,2100-01-01,19,0,0,0,Tottenham,West Ham,2019/2020_2020-06-23_Tottenham_West Ham,3,2,1,0,0,Established,2,TRUE
2020-07-02,2019/2020,Tottenham,Sheffield Utd,0,1,3,JOSE MOURINHO,2019-11-20,2100-01-01,20,0,0,0,Sheffield Utd,Tottenham,2019/2020_2020-07-02_Sheffield Utd_Tottenham,0,-2,0,0,1,Established,2,TRUE
2020-07-06,2019/2020,Tottenham,Everton,1,1,0,JOSE MOURINHO,2019-11-20,2100-01-01,21,0,0,0,Tottenham,Everton,2019/2020_2020-07-06_Tottenham_Everton,3,1,1,0,0,Established,2,TRUE
2020-07-09,2019/2020,Tottenham,Bournemouth,0,0,0,JOSE MOURINHO,2019-11-20,2100-01-01,22,0,0,0,Bournemouth,Tottenham,2019/2020_2020-07-09_Bournemouth_Tottenham,1,0,0,1,0,Established,1,FALSE
2020-07-12,2019/2020,Tottenham,Arsenal,1,2,1,JOSE MOURINHO,2019-11-20,2100-01-01,23,0,0,0,Tottenham,Arsenal,2019/2020_2020-07-12_Tottenham_Arsenal,3,1,1,0,0,Established,2,TRUE
2020-07-15,2019/2020,Tottenham,Newcastle Utd,0,3,1,JOSE MOURINHO,2019-11-20,2100-01-01,24,0,0,0,Newcastle Utd,Tottenham,2019/2020_2020-07-15_Newcastle Utd_Tottenham,3,2,1,0,0,Established,2,TRUE
2020-07-19,2019/2020,Tottenham,Leicester City,1,3,0,JOSE MOURINHO,2019-11-20,2100-01-01,25,0,0,0,Tottenham,Leicester City,2019/2020_2020-07-19_Tottenham_Leicester City,3,3,1,0,0,Established,2,TRUE
2020-07-26,2019/2020,Tottenham,Crystal Palace,0,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,26,0,0,0,Crystal Palace,Tottenham,2019/2020_2020-07-26_Crystal Palace_Tottenham,1,0,0,1,0,Established,2,TRUE
2020-09-13,2020/2021,Tottenham,Everton,1,0,1,JOSE MOURINHO,2019-11-20,2100-01-01,27,0,0,0,Tottenham,Everton,2020/2021_2020-09-13_Tottenham_Everton,0,-1,0,0,1,Established,2,TRUE
2020-09-20,2020/2021,Tottenham,Southampton,0,5,2,JOSE MOURINHO,2019-11-20,2100-01-01,28,0,0,0,Southampton,Tottenham,2020/2021_2020-09-20_Southampton_Tottenham,3,3,1,0,0,Established,2,TRUE
2020-09-27,2020/2021,Tottenham,Newcastle Utd,1,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,29,0,0,0,Tottenham,Newcastle Utd,2020/2021_2020-09-27_Tottenham_Newcastle Utd,1,0,0,1,0,Established,2,TRUE
2020-10-04,2020/2021,Tottenham,Manchester Utd,0,6,1,JOSE MOURINHO,2019-11-20,2100-01-01,30,0,0,0,Manchester Utd,Tottenham,2020/2021_2020-10-04_Manchester Utd_Tottenham,3,5,1,0,0,Established,2,TRUE
2020-10-18,2020/2021,Tottenham,West Ham,1,3,3,JOSE MOURINHO,2019-11-20,2100-01-01,31,0,0,0,Tottenham,West Ham,2020/2021_2020-10-18_Tottenham_West Ham,1,0,0,1,0,Established,2,TRUE
2020-10-26,2020/2021,Tottenham,Burnley,0,1,0,JOSE MOURINHO,2019-11-20,2100-01-01,32,0,0,0,Burnley,Tottenham,2020/2021_2020-10-26_Burnley_Tottenham,3,1,1,0,0,Established,2,TRUE
2020-11-01,2020/2021,Tottenham,Brighton,1,2,1,JOSE MOURINHO,2019-11-20,2100-01-01,33,0,0,0,Tottenham,Brighton,2020/2021_2020-11-01_Tottenham_Brighton,3,1,1,0,0,Established,2,TRUE
2020-11-08,2020/2021,Tottenham,West Brom,0,1,0,JOSE MOURINHO,2019-11-20,2100-01-01,34,0,0,0,West Brom,Tottenham,2020/2021_2020-11-08_West Brom_Tottenham,3,1,1,0,0,Established,2,TRUE
2020-11-21,2020/2021,Tottenham,Manchester City,1,2,0,JOSE MOURINHO,2019-11-20,2100-01-01,35,0,0,0,Tottenham,Manchester City,2020/2021_2020-11-21_Tottenham_Manchester City,3,2,1,0,0,Established,2,TRUE
2020-11-29,2020/2021,Tottenham,Chelsea,0,0,0,JOSE MOURINHO,2019-11-20,2100-01-01,36,0,0,0,Chelsea,Tottenham,2020/2021_2020-11-29_Chelsea_Tottenham,1,0,0,1,0,Established,2,TRUE
2020-12-06,2020/2021,Tottenham,Arsenal,1,2,0,JOSE MOURINHO,2019-11-20,2100-01-01,37,0,0,0,Tottenham,Arsenal,2020/2021_2020-12-06_Tottenham_Arsenal,3,2,1,0,0,Established,2,TRUE
2020-12-13,2020/2021,Tottenham,Crystal Palace,0,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,38,0,0,0,Crystal Palace,Tottenham,2020/2021_2020-12-13_Crystal Palace_Tottenham,1,0,0,1,0,Established,2,TRUE
2020-12-16,2020/2021,Tottenham,Liverpool,0,1,2,JOSE MOURINHO,2019-11-20,2100-01-01,39,0,0,0,Liverpool,Tottenham,2020/2021_2020-12-16_Liverpool_Tottenham,0,-1,0,0,1,Established,2,TRUE
2020-12-20,2020/2021,Tottenham,Leicester City,1,0,2,JOSE MOURINHO,2019-11-20,2100-01-01,40,0,0,0,Tottenham,Leicester City,2020/2021_2020-12-20_Tottenham_Leicester City,0,-2,0,0,1,Established,2,TRUE
2020-12-27,2020/2021,Tottenham,Wolves,0,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,41,0,0,0,Wolves,Tottenham,2020/2021_2020-12-27_Wolves_Tottenham,1,0,0,1,0,Established,2,TRUE
2021-01-02,2020/2021,Tottenham,Leeds United,1,3,0,JOSE MOURINHO,2019-11-20,2100-01-01,42,0,0,0,Tottenham,Leeds United,2020/2021_2021-01-02_Tottenham_Leeds United,3,3,1,0,0,Established,2,TRUE
2021-01-13,2020/2021,Tottenham,Fulham,1,1,1,JOSE MOURINHO,2019-11-20,2100-01-01,43,0,0,0,Tottenham,Fulham,2020/2021_2021-01-13_Tottenham_Fulham,1,0,0,1,0,Established,2,TRUE
2021-01-17,2020/2021,Tottenham,Sheffield Utd,0,3,1,JOSE MOURINHO,2019-11-20,2100-01-01,44,0,0,0,Sheffield Utd,Tottenham,2020/2021_2021-01-17_Sheffield Utd_Tottenham,3,2,1,0,0,Established,2,TRUE
2021-01-28,2020/2021,Tottenham,Liverpool,1,1,3,JOSE MOURINHO,2019-11-20,2100-01-01,45,0,0,0,Tottenham,Liverpool,2020/2021_2021-01-28_Tottenham_Liverpool,0,-2,0,0,1,Established,2,TRUE
2021-01-31,2020/2021,Tottenham,Brighton,0,0,1,JOSE MOURINHO,2019-11-20,2100-01-01,46,0,0,0,Brighton,Tottenham,2020/2021_2021-01-31_Brighton_Tottenham,0,-1,0,0,1,Established,2,TRUE
2021-02-04,2020/2021,Tottenham,Chelsea,1,0,1,JOSE MOURINHO,2019-11-20,2100-01-01,47,0,0,0,Tottenham,Chelsea,2020/2021_2021-02-04_Tottenham_Chelsea,0,-1,0,0,1,Established,2,TRUE
2021-02-07,2020/2021,Tottenham,West Brom,1,2,0,JOSE MOURINHO,2019-11-20,2100-01-01,48,0,0,0,Tottenham,West Brom,2020/2021_2021-02-07_Tottenham_West Brom,3,2,1,0,0,Established,2,TRUE
2014-08-16,2014/2015,Tottenham,West Ham,0,1,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,101,0,0,0,West Ham,Tottenham,2014/2015_2014-08-16_West Ham_Tottenham,3,1,1,0,0,Established,2,TRUE
2014-08-24,2014/2015,Tottenham,QPR,1,4,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,102,0,0,0,Tottenham,QPR,2014/2015_2014-08-24_Tottenham_QPR,3,4,1,0,0,Established,2,TRUE
2014-08-31,2014/2015,Tottenham,Liverpool,1,0,3,MAURICIO POCHETTINO,2014-01-07,2100-01-01,103,0,0,0,Tottenham,Liverpool,2014/2015_2014-08-31_Tottenham_Liverpool,0,-3,0,0,1,Established,2,TRUE
2014-09-13,2014/2015,Tottenham,Sunderland,0,2,2,MAURICIO POCHETTINO,2014-01-07,2100-01-01,104,0,0,0,Sunderland,Tottenham,2014/2015_2014-09-13_Sunderland_Tottenham,1,0,0,1,0,Established,2,TRUE
2014-09-21,2014/2015,Tottenham,West Brom,1,0,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,105,0,0,0,Tottenham,West Brom,2014/2015_2014-09-21_Tottenham_West Brom,0,-1,0,0,1,Established,2,TRUE
2014-09-27,2014/2015,Tottenham,Arsenal,0,1,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,106,0,0,0,Arsenal,Tottenham,2014/2015_2014-09-27_Arsenal_Tottenham,1,0,0,1,0,Established,2,TRUE
2014-10-05,2014/2015,Tottenham,Southampton,1,1,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,107,0,0,0,Tottenham,Southampton,2014/2015_2014-10-05_Tottenham_Southampton,3,1,1,0,0,Established,2,TRUE
2014-10-18,2014/2015,Tottenham,Manchester City,0,1,4,MAURICIO POCHETTINO,2014-01-07,2100-01-01,108,0,0,0,Manchester City,Tottenham,2014/2015_2014-10-18_Manchester City_Tottenham,0,-3,0,0,1,Established,2,TRUE
2014-10-26,2014/2015,Tottenham,Newcastle Utd,1,1,2,MAURICIO POCHETTINO,2014-01-07,2100-01-01,109,0,0,0,Tottenham,Newcastle Utd,2014/2015_2014-10-26_Tottenham_Newcastle Utd,0,-1,0,0,1,Established,2,TRUE
2014-11-02,2014/2015,Tottenham,Aston Villa,0,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,110,0,0,0,Aston Villa,Tottenham,2014/2015_2014-11-02_Aston Villa_Tottenham,3,1,1,0,0,Established,2,TRUE
2014-11-09,2014/2015,Tottenham,Stoke City,1,1,2,MAURICIO POCHETTINO,2014-01-07,2100-01-01,111,0,0,0,Tottenham,Stoke City,2014/2015_2014-11-09_Tottenham_Stoke City,0,-1,0,0,1,Established,2,TRUE
2014-11-23,2014/2015,Tottenham,Hull City,0,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,112,0,0,0,Hull City,Tottenham,2014/2015_2014-11-23_Hull City_Tottenham,3,1,1,0,0,Established,2,TRUE
2014-11-30,2014/2015,Tottenham,Everton,1,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,113,0,0,0,Tottenham,Everton,2014/2015_2014-11-30_Tottenham_Everton,3,1,1,0,0,Established,2,TRUE
2014-12-03,2014/2015,Tottenham,Chelsea,0,0,3,MAURICIO POCHETTINO,2014-01-07,2100-01-01,114,0,0,0,Chelsea,Tottenham,2014/2015_2014-12-03_Chelsea_Tottenham,0,-3,0,0,1,Established,2,TRUE
2014-12-06,2014/2015,Tottenham,Crystal Palace,1,0,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,115,0,0,0,Tottenham,Crystal Palace,2014/2015_2014-12-06_Tottenham_Crystal Palace,1,0,0,1,0,Established,2,TRUE
2014-12-14,2014/2015,Tottenham,Swansea City,0,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,116,0,0,0,Swansea City,Tottenham,2014/2015_2014-12-14_Swansea City_Tottenham,3,1,1,0,0,Established,2,TRUE
2014-12-20,2014/2015,Tottenham,Burnley,1,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,117,0,0,0,Tottenham,Burnley,2014/2015_2014-12-20_Tottenham_Burnley,3,1,1,0,0,Established,2,TRUE
2014-12-26,2014/2015,Tottenham,Leicester City,0,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,118,0,0,0,Leicester City,Tottenham,2014/2015_2014-12-26_Leicester City_Tottenham,3,1,1,0,0,Established,2,TRUE
2014-12-28,2014/2015,Tottenham,Manchester Utd,1,0,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,119,0,0,0,Tottenham,Manchester Utd,2014/2015_2014-12-28_Tottenham_Manchester Utd,1,0,0,1,0,Established,2,TRUE
2015-01-01,2014/2015,Tottenham,Chelsea,1,5,3,MAURICIO POCHETTINO,2014-01-07,2100-01-01,120,0,0,0,Tottenham,Chelsea,2014/2015_2015-01-01_Tottenham_Chelsea,3,2,1,0,0,Established,2,TRUE
2015-01-10,2014/2015,Tottenham,Crystal Palace,0,1,2,MAURICIO POCHETTINO,2014-01-07,2100-01-01,121,0,0,0,Crystal Palace,Tottenham,2014/2015_2015-01-10_Crystal Palace_Tottenham,0,-1,0,0,1,Established,2,TRUE
2015-01-17,2014/2015,Tottenham,Sunderland,1,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,122,0,0,0,Tottenham,Sunderland,2014/2015_2015-01-17_Tottenham_Sunderland,3,1,1,0,0,Established,2,TRUE
2015-01-31,2014/2015,Tottenham,West Brom,0,3,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,123,0,0,0,West Brom,Tottenham,2014/2015_2015-01-31_West Brom_Tottenham,3,3,1,0,0,Established,2,TRUE
2015-02-07,2014/2015,Tottenham,Arsenal,1,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,124,0,0,0,Tottenham,Arsenal,2014/2015_2015-02-07_Tottenham_Arsenal,3,1,1,0,0,Established,2,TRUE
2015-02-10,2014/2015,Tottenham,Liverpool,0,2,3,MAURICIO POCHETTINO,2014-01-07,2100-01-01,125,0,0,0,Liverpool,Tottenham,2014/2015_2015-02-10_Liverpool_Tottenham,0,-1,0,0,1,Established,2,TRUE
2015-02-22,2014/2015,Tottenham,West Ham,1,2,2,MAURICIO POCHETTINO,2014-01-07,2100-01-01,126,0,0,0,Tottenham,West Ham,2014/2015_2015-02-22_Tottenham_West Ham,1,0,0,1,0,Established,2,TRUE
2015-03-04,2014/2015,Tottenham,Swansea City,1,3,2,MAURICIO POCHETTINO,2014-01-07,2100-01-01,127,0,0,0,Tottenham,Swansea City,2014/2015_2015-03-04_Tottenham_Swansea City,3,1,1,0,0,Established,2,TRUE
2015-03-07,2014/2015,Tottenham,QPR,0,2,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,128,0,0,0,QPR,Tottenham,2014/2015_2015-03-07_QPR_Tottenham,3,1,1,0,0,Established,1,FALSE
2015-03-15,2014/2015,Tottenham,Manchester Utd,0,0,3,MAURICIO POCHETTINO,2014-01-07,2100-01-01,129,0,0,0,Manchester Utd,Tottenham,2014/2015_2015-03-15_Manchester Utd_Tottenham,0,-3,0,0,1,Established,2,TRUE
2015-03-21,2014/2015,Tottenham,Leicester City,1,4,3,MAURICIO POCHETTINO,2014-01-07,2100-01-01,130,0,0,0,Tottenham,Leicester City,2014/2015_2015-03-21_Tottenham_Leicester City,3,1,1,0,0,Established,2,TRUE
2015-04-05,2014/2015,Tottenham,Burnley,0,0,0,MAURICIO POCHETTINO,2014-01-07,2100-01-01,131,0,0,0,Burnley,Tottenham,2014/2015_2015-04-05_Burnley_Tottenham,1,0,0,1,0,Established,2,TRUE
2015-04-11,2014/2015,Tottenham,Aston Villa,1,0,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,132,0,0,0,Tottenham,Aston Villa,2014/2015_2015-04-11_Tottenham_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2015-04-19,2014/2015,Tottenham,Newcastle Utd,0,3,1,MAURICIO POCHETTINO,2014-01-07,2100-01-01,133,0,0,0,Newcastle Utd,Tottenham,2014/2015_2015-04-19_Newcastle Utd_Tottenham,3,2,1,0,0,Established,2,TRUE
